id_cliente	frequencia_compra_ano	ticket_medio_historico	tempo_relacionamento_meses	recencia_dias	nro_categorias_compradas	categoria_preferida	canal_aquisicao	usa_aplicativo	idade	regiao	assinante_newsletter	genero	dispositivo_acesso	valor_total_gasto
E001552	10	111.67	18	190	7	beleza	paga_google	sim	34	Sudeste	nao	feminino	desktop	1847.73
E001553	6	106.14	20	154	1	moda	organica	nao	55	Sudeste	nao	masculino	tablet	1068.34
E001554	4	138.65	94	402	1	casa_decoracao	paga_google	sim	43	Sul	sim	masculino	mobile	3218.5
E001555	3	160.69	21	623	1	casa_decoracao	paga_google	nao	52	Sudeste	nao	feminino	desktop	463.16
E001556	14	226.47	17	132	4	casa_decoracao	organica	sim	50	Nordeste	sim	feminino	desktop	6691.91
E001557	3	100.34	24	240	3	eletronicos	organica	nao	59	Sul	nao	masculino	tablet	591.69
E001558	8	88.72	23	312	4	livros	paga_google	nao	60	Sudeste	sim	feminino	tablet	724.2
E001559	4	94.67	17	98	4	alimentos_bebidas	organica	sim	35	Nordeste	nao	masculino	desktop	504.46
E001560	7	137.68	9	68	1	infantil	organica	nao	52	Sudeste	sim	feminino	tablet	983.81
E001561	3	93.24	34	252	1	casa_decoracao	parceria	nao	60	Sul	nao	feminino	desktop	689.71
E001562	6	156.4	4	120	1	eletronicos	organica	nao	32	Sudeste	sim	feminino	mobile	545.23
E001563	8	71.67	11	60	2	beleza	paga_facebook	nao	22	Centro-Oeste	nao	feminino	mobile	423.13
E001564	8	85.23	7	210	2	esporte	organica	nao	28	Sudeste	nao	feminino	mobile	365.46
E001565	6	59.45	15	152	3	alimentos_bebidas	organica	nao	26	Nordeste	nao	masculino	desktop	325.2
E001566	20	76.46	47	111	5	infantil	paga_facebook	nao	50	Nordeste	sim	masculino	desktop	6417.39
E001567	28	165.84	41	132	4	infantil	indicacao	nao	28	Sul	sim	feminino	mobile	16790.85
E001568	1	75.45	13	274	1	moda	organica	nao	29	Sudeste	nao	masculino	desktop	57.05
E001569	11	59.46	36	191	4	moda	indicacao	nao	38	Sudeste	sim	feminino	mobile	2250.94
E001570	3	57.29	33	343	1	esporte	organica	nao	42	Sudeste	nao	feminino	desktop	299
E001571	2	39.79	18	139	2	infantil	organica	nao	43	Sudeste	nao	feminino	mobile	113.64
E001572	5	113.58	71	235	1	esporte	organica	nao	48	Sudeste	sim	masculino	desktop	3547.21
E001573	12	59.87	24	51	3	livros	paga_google	sim	46	Sudeste	nao	feminino	desktop	1468.59
E001574	10	62.34	30	68	2	livros	paga_facebook	sim	22	Sudeste	nao	masculino	mobile	1559.94
E001575	16	141.01	33	111	4	moda	paga_google	sim	44	Sudeste	nao	masculino	mobile	8594.28
E001576	14	310.65	34	123	2	eletronicos	paga_facebook	sim	42	Sudeste	sim	feminino	mobile	23149.69
E001577	4	86.8	24	68	3	infantil	organica	sim	45	Sudeste	sim	feminino	mobile	1178.63
E001578	7	122.31	43	230	4	moda	parceria	nao	26	Sudeste	sim	feminino	mobile	2724.73
E001579	10	280.08	42	78	4	esporte	organica	sim	41	Sudeste	sim	feminino	mobile	15587.72
E001580	9	137.51	8	132	4	esporte	paga_facebook	nao	24	Sudeste	sim	masculino	mobile	990.53
E001581	6	109.51	29	194	1	moda	paga_google	sim	34	Sul	nao	masculino	mobile	1703.91
E001582	13	170.63	10	60	2	casa_decoracao	organica	nao	18	Sudeste	nao	feminino	mobile	2654.01
E001583	6	152.92	11	103	5	moda	paga_facebook	sim	31	Sul	sim	feminino	mobile	1137.55
E001584	12	174.29	28	60	5	alimentos_bebidas	paga_facebook	sim	37	Sudeste	nao	masculino	mobile	5630.67
E001585	2	34.67	19	161	1	alimentos_bebidas	organica	nao	39	Sul	sim	feminino	tablet	89.1
E001586	1	53.1	29	98	1	moda	paga_google	sim	36	Sudeste	sim	masculino	desktop	174.9
E001587	7	93.11	30	142	6	infantil	organica	nao	25	Nordeste	sim	feminino	desktop	1456.19
E001588	4	90.44	19	200	1	esporte	paga_facebook	nao	24	Nordeste	sim	masculino	mobile	508.66
E001589	7	65.95	38	167	1	beleza	indicacao	sim	33	Sudeste	sim	feminino	mobile	1596.72
E001590	1	86.59	66	370	1	moda	paga_facebook	nao	25	Sudeste	sim	feminino	desktop	368.49
E001591	3	130.66	64	242	1	esporte	organica	sim	37	Sudeste	nao	masculino	mobile	2453.27
E001592	1	123.95	39	635	1	eletronicos	organica	nao	52	Nordeste	nao	masculino	desktop	195.3
E001593	7	201.08	8	156	1	eletronicos	paga_facebook	sim	49	Sul	nao	feminino	tablet	1457.65
E001594	6	260.4	26	89	2	eletronicos	indicacao	sim	40	Sudeste	sim	feminino	desktop	6097.84
E001595	7	144.32	21	84	2	infantil	indicacao	nao	47	Sudeste	sim	masculino	desktop	2188.3
E001596	3	82.71	35	167	1	casa_decoracao	email_marketing	sim	39	Sudeste	sim	masculino	tablet	1076.91
E001597	3	92.73	64	156	3	eletronicos	paga_google	nao	28	Sudeste	nao	masculino	desktop	2103.23
E001598	6	70.52	46	173	5	alimentos_bebidas	indicacao	sim	53	Sudeste	sim	feminino	desktop	1602.63
E001599	2	94.71	11	38	1	moda	email_marketing	nao	48	Nordeste	nao	feminino	desktop	185.17
E001600	6	84.2	14	398	1	esporte	paga_google	sim	31	Nordeste	nao	feminino	desktop	334.47
E001601	3	91.39	20	111	1	eletronicos	organica	nao	23	Nordeste	sim	feminino	mobile	601.68
E001602	2	119.8	36	156	2	casa_decoracao	parceria	sim	44	Sudeste	nao	masculino	tablet	1108.51
E001603	6	123.17	44	98	5	livros	email_marketing	sim	39	Sul	nao	masculino	desktop	2073.73
E001604	5	75.99	23	38	2	esporte	paga_google	sim	61	Sudeste	nao	feminino	tablet	1332.41
E001605	9	164.42	21	23	1	moda	indicacao	nao	35	Sudeste	nao	feminino	desktop	3204.84
E001606	4	126.82	21	200	1	beleza	indicacao	sim	46	Sul	nao	masculino	desktop	766.09
E001607	7	134.54	11	89	2	alimentos_bebidas	organica	sim	33	Sul	sim	feminino	desktop	840.94
E001608	5	78.94	16	119	1	casa_decoracao	organica	sim	39	Centro-Oeste	nao	masculino	mobile	759.88
E001609	6	100.63	19	179	1	casa_decoracao	paga_facebook	sim	45	Sudeste	sim	masculino	tablet	1587.87
E001610	10	107.54	67	188	2	moda	paga_facebook	sim	40	Nordeste	nao	feminino	desktop	6153.31
E001611	13	139.88	13	142	5	infantil	organica	sim	36	Sudeste	sim	masculino	mobile	2542.05
E001612	9	334.01	32	145	4	eletronicos	indicacao	nao	28	Nordeste	nao	masculino	mobile	11030.2
E001613	11	121.37	19	192	1	esporte	email_marketing	sim	60	Nordeste	sim	feminino	mobile	2381.04
E001614	17	171.27	22	103	5	beleza	paga_google	sim	31	Sudeste	sim	feminino	mobile	8506.93
E001615	18	67.31	59	85	1	livros	paga_google	nao	18	Sudeste	nao	feminino	mobile	4592.68
E001616	7	101.79	38	98	5	esporte	paga_facebook	sim	33	Nordeste	nao	masculino	desktop	2606.33
E001617	14	102.49	28	78	4	infantil	indicacao	sim	36	Sul	nao	masculino	mobile	3854.59
E001618	2	127.9	44	702	2	alimentos_bebidas	organica	nao	33	Sudeste	nao	masculino	desktop	336.25
E001619	4	140.92	18	513	4	casa_decoracao	organica	nao	29	Nordeste	sim	feminino	mobile	448.86
E001620	7	49.23	18	535	1	livros	email_marketing	nao	41	Sul	sim	feminino	mobile	209.45
E001621	12	108.35	14	184	4	beleza	indicacao	nao	22	Norte	sim	feminino	mobile	1117.83
E001622	7	108.53	14	390	7	infantil	indicacao	nao	31	Centro-Oeste	sim	masculino	mobile	484.51
E001623	5	104.72	10	145	4	beleza	paga_facebook	nao	37	Sul	nao	masculino	mobile	360.95
E001624	11	92.39	34	237	3	beleza	email_marketing	sim	27	Sudeste	sim	masculino	desktop	2873.56
E001625	10	91.36	22	133	5	eletronicos	indicacao	nao	38	Sudeste	sim	feminino	mobile	2626.59
E001626	14	266.94	25	119	1	casa_decoracao	indicacao	nao	21	Sul	sim	feminino	mobile	11157.18
E001627	13	94.24	16	159	6	livros	paga_facebook	nao	33	Sudeste	nao	feminino	mobile	1257.97
E001628	14	78.75	6	180	2	moda	indicacao	nao	54	Sudeste	sim	feminino	desktop	670.28
E001629	2	227.97	18	127	2	eletronicos	organica	sim	43	Nordeste	sim	masculino	mobile	1088.91
E001630	3	164.55	34	298	2	eletronicos	indicacao	sim	21	Nordeste	nao	feminino	mobile	1377.23
E001631	6	88.33	15	449	4	moda	indicacao	sim	21	Sudeste	nao	feminino	mobile	431.27
E001632	5	46.58	30	163	4	livros	email_marketing	nao	44	Centro-Oeste	sim	feminino	mobile	410.91
E001633	6	82.16	10	163	1	infantil	indicacao	sim	22	Sul	sim	masculino	mobile	516.15
E001634	16	138.15	7	51	1	eletronicos	indicacao	sim	43	Nordeste	sim	masculino	mobile	2539.84
E001635	9	50.71	33	534	2	livros	paga_facebook	sim	27	Nordeste	nao	feminino	desktop	443.33
E001636	5	103.92	4	120	1	alimentos_bebidas	paga_google	sim	71	Sudeste	nao	feminino	tablet	196.86
E001637	7	73.45	38	570	7	alimentos_bebidas	organica	sim	44	Sudeste	nao	feminino	desktop	778.39
E001638	5	107.73	21	114	1	esporte	parceria	nao	40	Sul	nao	feminino	desktop	972.29
E001639	2	28.29	47	143	2	livros	parceria	nao	41	Sudeste	nao	masculino	mobile	155.69
E001640	8	105.7	27	432	5	infantil	paga_google	nao	19	Sul	sim	masculino	mobile	982.39
E001641	4	101.7	19	551	2	eletronicos	paga_google	nao	28	Sudeste	nao	feminino	mobile	415.48
E001642	7	146.65	25	180	1	moda	paga_google	sim	45	Nordeste	nao	feminino	tablet	2317.03
E001643	4	91.11	21	266	4	moda	organica	nao	63	Centro-Oeste	nao	masculino	desktop	486.3
E001644	9	318.26	15	154	1	casa_decoracao	email_marketing	sim	45	Sul	sim	feminino	desktop	5417.23
E001645	7	129.58	45	111	1	alimentos_bebidas	indicacao	sim	28	Sudeste	nao	feminino	mobile	3643.26
E001646	7	54.28	11	161	2	moda	parceria	nao	27	Sudeste	nao	feminino	desktop	302.34
E001647	2	80.54	20	114	1	casa_decoracao	paga_facebook	sim	19	Centro-Oeste	sim	masculino	mobile	402.57
E001648	6	57.65	12	85	3	livros	parceria	nao	46	Sudeste	sim	masculino	mobile	284.23
E001649	4	59.27	12	168	3	esporte	paga_google	nao	41	Sudeste	sim	feminino	mobile	299.13
E001650	3	81.65	32	238	3	eletronicos	parceria	nao	41	Sudeste	sim	masculino	desktop	706.72
E001651	3	92.2	21	592	1	eletronicos	paga_google	nao	41	Sudeste	sim	feminino	desktop	329.1
E001652	4	46.29	13	191	4	alimentos_bebidas	paga_facebook	nao	19	Centro-Oeste	sim	feminino	desktop	142.55
E001653	1	62.88	12	286	1	livros	organica	nao	45	Sul	sim	masculino	tablet	50
E001654	7	338.36	7	60	3	eletronicos	parceria	nao	37	Centro-Oeste	nao	feminino	mobile	1820.94
E001655	1	42.46	19	123	1	alimentos_bebidas	email_marketing	nao	34	Sudeste	sim	masculino	mobile	81.4
E001656	27	126.59	9	68	4	alimentos_bebidas	paga_google	sim	24	Centro-Oeste	sim	masculino	mobile	3121.2
E001657	4	277.14	12	119	3	eletronicos	organica	nao	24	Sudeste	sim	masculino	mobile	1803.2
E001658	2	47.33	11	330	2	alimentos_bebidas	email_marketing	nao	46	Sudeste	nao	feminino	desktop	50
E001659	3	149.32	23	69	3	eletronicos	email_marketing	nao	32	Sudeste	nao	feminino	mobile	1378.34
E001660	3	180.27	9	60	1	casa_decoracao	paga_facebook	nao	25	Sudeste	sim	feminino	mobile	615.04
E001661	2	43.08	58	196	1	infantil	organica	nao	47	Norte	nao	feminino	mobile	319.62
E001662	2	103.08	16	156	1	eletronicos	organica	nao	43	Sudeste	nao	feminino	tablet	428.94
E001663	19	145.83	1	30	2	alimentos_bebidas	email_marketing	sim	40	Sudeste	sim	feminino	tablet	441.12
E001664	4	77.53	15	392	2	eletronicos	paga_google	sim	51	Sul	sim	feminino	desktop	372.8
E001665	4	110.29	35	119	2	moda	paga_google	nao	56	Sudeste	sim	feminino	desktop	1590.02
E001666	4	134.5	18	447	4	esporte	organica	sim	39	Norte	nao	feminino	desktop	389.53
E001667	3	47.19	13	389	2	infantil	paga_google	nao	34	Sul	sim	feminino	desktop	83.28
E001668	7	154.38	11	23	3	eletronicos	paga_google	nao	49	Norte	sim	masculino	tablet	1415.05
E001669	3	78.36	34	692	2	moda	organica	nao	47	Sudeste	nao	masculino	desktop	326.66
E001670	9	165.2	58	115	5	eletronicos	email_marketing	nao	43	Sudeste	nao	masculino	desktop	10070.12
E001671	1	48.18	16	279	1	beleza	organica	nao	49	Sudeste	nao	feminino	desktop	50
E001672	6	284.61	34	276	4	eletronicos	indicacao	sim	57	Sudeste	sim	feminino	desktop	6534.77
E001673	3	205.32	20	543	2	casa_decoracao	organica	sim	64	Nordeste	nao	masculino	tablet	680.72
E001674	8	134.07	22	154	2	casa_decoracao	organica	nao	39	Sudeste	sim	feminino	tablet	3032.99
E001675	1	138.87	32	506	1	eletronicos	email_marketing	sim	49	Sudeste	sim	feminino	tablet	409.21
E001676	4	132.48	11	163	1	infantil	organica	sim	35	Sudeste	nao	masculino	mobile	729.63
E001677	5	70.3	19	85	4	moda	parceria	sim	33	Norte	sim	masculino	mobile	695.45
E001678	2	130.93	30	289	1	infantil	indicacao	nao	34	Sudeste	sim	masculino	desktop	585.4
E001679	5	57.1	26	669	1	livros	organica	sim	44	Sul	nao	masculino	desktop	241.44
E001680	1	155.68	20	139	1	casa_decoracao	organica	sim	28	Sul	nao	masculino	desktop	432.48
E001681	27	245.35	29	23	4	esporte	email_marketing	sim	35	Nordeste	nao	feminino	mobile	20243.73
E001682	12	168.97	67	154	2	esporte	indicacao	nao	54	Sul	nao	masculino	tablet	11245.07
E001683	1	33.66	12	127	1	alimentos_bebidas	organica	nao	53	Centro-Oeste	nao	feminino	desktop	50
E001684	2	68.61	17	225	2	moda	organica	nao	37	Nordeste	nao	feminino	mobile	145.35
E001685	4	108.5	9	208	1	esporte	paga_facebook	nao	47	Sudeste	nao	masculino	desktop	302.85
E001686	7	66.43	20	145	6	livros	organica	sim	64	Sudeste	sim	feminino	desktop	749.7
E001687	13	302.3	5	150	3	casa_decoracao	parceria	sim	35	Nordeste	nao	masculino	desktop	1549.34
E001688	2	85.18	5	103	1	eletronicos	organica	nao	51	Centro-Oeste	nao	feminino	desktop	114.1
E001689	6	101.56	12	24	2	alimentos_bebidas	paga_facebook	sim	39	Sudeste	nao	feminino	mobile	717.29
E001690	4	58.18	58	156	2	alimentos_bebidas	indicacao	nao	51	Sudeste	nao	feminino	mobile	830.45
E001691	13	159.53	6	85	3	alimentos_bebidas	organica	nao	66	Sul	sim	feminino	tablet	884.42
E001692	8	146.37	12	225	3	alimentos_bebidas	paga_facebook	sim	32	Sul	sim	masculino	desktop	1011.36
E001693	9	114.93	41	184	2	moda	paga_google	sim	43	Centro-Oeste	nao	feminino	desktop	3804.03
E001694	7	165.17	8	89	5	casa_decoracao	email_marketing	sim	26	Sudeste	sim	feminino	mobile	1674.65
E001695	10	135.35	13	139	2	casa_decoracao	organica	sim	36	Centro-Oeste	nao	masculino	mobile	2189.75
E001696	7	73.39	4	52	1	infantil	organica	sim	25	Sudeste	sim	feminino	desktop	262.85
E001697	6	48.89	39	254	5	alimentos_bebidas	paga_facebook	sim	35	Sudeste	nao	feminino	mobile	867.2
E001698	5	111.76	12	140	2	esporte	paga_facebook	sim	55	Sudeste	nao	masculino	desktop	713.88
E001699	2	66.53	19	209	2	moda	paga_facebook	nao	35	Nordeste	nao	feminino	tablet	142.76
E001700	3	57.93	26	522	1	moda	organica	nao	57	Centro-Oeste	nao	feminino	tablet	159.67
E001701	7	132.35	35	99	2	casa_decoracao	organica	sim	22	Nordeste	nao	masculino	mobile	3533.18
E001702	5	95.54	50	103	1	eletronicos	parceria	nao	60	Sudeste	nao	feminino	desktop	2750.95
E001703	5	89.1	65	193	2	esporte	paga_google	nao	39	Sudeste	nao	feminino	mobile	2387.42
E001704	9	118.5	37	136	1	casa_decoracao	indicacao	sim	46	Sudeste	sim	feminino	desktop	5185.06
E001705	5	203.58	50	136	1	casa_decoracao	paga_google	nao	18	Sul	sim	feminino	mobile	5361.73
E001706	4	59.44	37	242	4	moda	paga_google	nao	42	Nordeste	nao	masculino	desktop	444.92
E001707	3	195.96	34	203	3	eletronicos	paga_facebook	nao	40	Sudeste	sim	masculino	mobile	1925.52
E001708	1	52.89	45	246	1	moda	paga_facebook	sim	19	Sudeste	sim	feminino	mobile	227.53
E001709	16	152.98	14	182	5	eletronicos	paga_google	sim	29	Sudeste	sim	feminino	mobile	4731.81
E001710	1	79.48	19	294	1	esporte	paga_google	nao	26	Sudeste	nao	masculino	mobile	119.3
E001711	15	176.37	18	196	7	esporte	email_marketing	sim	37	Nordeste	nao	masculino	mobile	3942.36
E001712	7	207.9	26	223	1	eletronicos	paga_facebook	nao	48	Sudeste	sim	masculino	mobile	3870.48
E001713	6	112.04	44	220	3	casa_decoracao	email_marketing	sim	30	Sudeste	sim	feminino	mobile	3642.86
E001714	20	248.81	7	111	4	moda	email_marketing	nao	37	Norte	sim	masculino	desktop	2893.74
E001715	7	69.79	62	184	1	eletronicos	organica	nao	42	Sudeste	nao	feminino	desktop	3007.5
E001716	1	83.48	41	200	1	moda	paga_facebook	nao	58	Sul	nao	masculino	desktop	213.49
E001717	5	74.11	3	90	2	alimentos_bebidas	organica	nao	56	Sudeste	sim	masculino	desktop	64.74
E001718	15	89.56	34	78	8	livros	organica	nao	48	Sudeste	sim	masculino	tablet	3082.84
E001719	10	156.84	77	25	3	esporte	indicacao	nao	18	Sudeste	nao	feminino	mobile	11671.96
E001720	10	147.62	21	52	1	beleza	paga_google	sim	33	Centro-Oeste	sim	masculino	mobile	3830.31
E001721	6	145.3	37	145	6	eletronicos	paga_google	sim	48	Sudeste	sim	feminino	desktop	5356.61
E001722	2	95.6	15	78	1	eletronicos	organica	nao	63	Sudeste	sim	feminino	tablet	296.94
E001723	9	164.34	25	239	1	casa_decoracao	paga_facebook	sim	63	Sudeste	nao	feminino	tablet	3861.72
E001724	3	88.25	15	171	3	beleza	indicacao	sim	31	Centro-Oeste	nao	feminino	mobile	363.43
E001725	6	44.55	30	621	1	alimentos_bebidas	paga_facebook	sim	33	Sudeste	nao	feminino	desktop	344.62
E001726	9	108.95	7	210	2	esporte	paga_facebook	nao	26	Nordeste	sim	masculino	mobile	500.97
E001727	7	166.1	11	111	4	moda	organica	sim	39	Sudeste	nao	masculino	mobile	1208.28
E001728	6	124.23	15	136	4	infantil	indicacao	nao	52	Centro-Oeste	sim	feminino	tablet	1003.47
E001729	17	61.68	73	225	2	livros	organica	sim	41	Sudeste	sim	feminino	desktop	5168.39
E001730	7	127.04	32	52	1	eletronicos	paga_facebook	nao	25	Sul	sim	feminino	mobile	3784.69
E001731	15	64.5	34	69	5	livros	paga_google	sim	28	Sul	nao	masculino	mobile	2792.24
E001732	3	104.42	18	234	1	infantil	paga_google	sim	28	Sudeste	nao	masculino	mobile	400.33
E001733	5	135.64	12	133	2	beleza	email_marketing	sim	26	Sul	nao	feminino	mobile	766.48
E001734	3	196.2	22	245	2	eletronicos	organica	sim	45	Nordeste	nao	masculino	tablet	1446.13
E001735	2	64.97	19	209	2	beleza	paga_google	nao	45	Sudeste	sim	masculino	mobile	198.94
E001736	9	60.45	5	150	1	alimentos_bebidas	organica	nao	53	Nordeste	sim	feminino	mobile	176.14
E001737	2	79.83	14	245	1	casa_decoracao	parceria	nao	29	Sudeste	nao	feminino	desktop	146.71
E001738	4	59.24	20	373	4	moda	organica	sim	22	Sudeste	sim	masculino	mobile	314.23
E001739	10	136.18	21	274	8	moda	paga_google	sim	41	Sudeste	nao	masculino	mobile	2436.28
E001740	14	120.32	14	163	3	moda	organica	nao	44	Sudeste	sim	masculino	mobile	2359.88
E001741	7	56.74	54	145	1	alimentos_bebidas	parceria	sim	35	Nordeste	sim	feminino	mobile	1940.56
E001742	6	99.34	23	683	5	alimentos_bebidas	paga_google	sim	38	Nordeste	nao	feminino	mobile	528.76
E001743	11	155.38	11	128	1	moda	paga_facebook	sim	47	Centro-Oeste	sim	feminino	tablet	1911.22
E001744	8	95.45	17	152	4	alimentos_bebidas	paga_facebook	sim	46	Centro-Oeste	nao	masculino	tablet	730.22
E001745	4	62.07	19	159	2	livros	paga_facebook	sim	28	Nordeste	nao	masculino	mobile	274.9
E001746	7	149.16	5	150	1	livros	paga_google	sim	33	Sul	nao	feminino	mobile	440.04
E001747	6	72.45	16	244	2	eletronicos	organica	sim	50	Nordeste	sim	masculino	desktop	753.08
E001748	5	126.52	76	410	1	moda	organica	nao	37	Sudeste	sim	feminino	desktop	2503.19
E001749	4	92.73	13	330	1	beleza	organica	nao	46	Sudeste	nao	feminino	tablet	220.88
E001750	11	45.81	32	161	3	moda	organica	nao	31	Sudeste	nao	masculino	desktop	1410.5
E001751	6	80.9	58	78	2	esporte	paga_google	nao	55	Nordeste	nao	feminino	tablet	2672.51
E001752	9	159.82	15	99	1	esporte	organica	sim	51	Sudeste	nao	masculino	desktop	2568.81
E001753	5	109.37	49	633	3	eletronicos	indicacao	nao	31	Sudeste	sim	masculino	mobile	1551.63
E001754	2	32.87	3	90	1	alimentos_bebidas	organica	sim	33	Sudeste	nao	feminino	mobile	50
E001755	4	137.18	40	94	3	esporte	organica	nao	32	Nordeste	nao	masculino	mobile	1846.16
E001756	6	200.01	21	192	3	esporte	paga_facebook	sim	56	Sudeste	sim	masculino	desktop	3239.85
E001757	7	159.22	34	685	1	eletronicos	organica	sim	51	Nordeste	nao	feminino	desktop	2294.31
E001758	2	86.26	16	431	2	moda	organica	sim	46	Sul	nao	feminino	desktop	151.13
E001759	3	159.93	4	120	2	casa_decoracao	organica	nao	37	Sudeste	sim	feminino	desktop	234.09
E001760	7	102.91	23	273	4	moda	email_marketing	sim	43	Sul	nao	masculino	desktop	1142.62
E001761	6	100.3	31	243	3	moda	email_marketing	nao	33	Centro-Oeste	sim	feminino	mobile	1500.45
E001762	6	119.77	26	217	2	esporte	paga_google	sim	26	Sul	nao	masculino	mobile	1459.71
E001763	6	54.71	24	99	4	alimentos_bebidas	parceria	sim	40	Centro-Oeste	sim	feminino	mobile	739.36
E001764	1	82.47	44	107	1	moda	indicacao	sim	56	Sudeste	nao	masculino	tablet	442.43
E001765	4	103.69	11	94	3	casa_decoracao	paga_facebook	sim	18	Sudeste	sim	masculino	mobile	804.91
E001766	15	154.67	37	569	5	livros	organica	nao	36	Nordeste	nao	feminino	mobile	2102.47
E001767	4	33.78	5	150	4	alimentos_bebidas	paga_facebook	nao	45	Sudeste	nao	masculino	desktop	53.03
E001768	16	162.77	21	180	2	eletronicos	indicacao	sim	46	Centro-Oeste	nao	feminino	mobile	6122.06
E001769	8	54.81	31	120	2	livros	paga_google	sim	45	Centro-Oeste	sim	feminino	tablet	1075.3
E001770	5	51.34	6	128	1	moda	indicacao	sim	38	Sul	nao	masculino	mobile	115.31
E001771	7	101.84	10	128	1	moda	indicacao	sim	41	Sudeste	nao	masculino	desktop	816.35
E001772	13	84.07	43	128	3	beleza	email_marketing	sim	18	Nordeste	sim	feminino	mobile	4767.31
E001773	7	81.87	17	273	2	moda	paga_google	nao	56	Sudeste	nao	masculino	tablet	654.81
E001774	2	57.93	42	78	1	infantil	paga_google	nao	45	Sudeste	sim	masculino	tablet	547.44
E001775	5	88.97	22	145	1	infantil	paga_google	nao	62	Sudeste	nao	masculino	desktop	790.22
E001776	4	70.73	8	140	3	moda	organica	sim	62	Norte	sim	masculino	desktop	251.22
E001777	8	133.28	7	185	6	esporte	paga_facebook	sim	36	Sudeste	nao	masculino	desktop	840.9
E001778	11	76.51	14	136	1	beleza	indicacao	sim	36	Nordeste	nao	feminino	mobile	890.73
E001779	4	98.61	12	60	4	casa_decoracao	organica	sim	21	Sudeste	nao	masculino	mobile	701.55
E001780	3	143.44	28	233	2	eletronicos	paga_google	sim	33	Nordeste	sim	masculino	mobile	1387.85
E001781	4	159.32	20	103	1	esporte	paga_google	sim	40	Sul	nao	feminino	mobile	1467.29
E001782	2	130.78	36	103	2	moda	organica	nao	38	Sudeste	nao	feminino	desktop	937.38
E001783	5	141.35	13	123	2	beleza	organica	sim	26	Sudeste	nao	feminino	mobile	734.65
E001784	17	132.06	7	193	6	moda	indicacao	nao	30	Nordeste	nao	feminino	tablet	989.42
E001785	4	109.68	34	123	4	eletronicos	paga_facebook	nao	44	Sudeste	nao	feminino	mobile	1791.99
E001786	4	74.69	34	129	4	beleza	paga_facebook	nao	27	Centro-Oeste	nao	masculino	mobile	709.31
E001787	9	114.76	32	513	5	beleza	email_marketing	sim	18	Sudeste	nao	masculino	mobile	1505.03
E001788	20	224.6	30	168	3	moda	paga_google	sim	24	Sul	nao	feminino	mobile	11660.84
E001789	5	144	30	258	2	eletronicos	paga_google	nao	32	Sul	nao	feminino	mobile	1563.3
E001790	1	102.34	20	159	1	moda	indicacao	sim	47	Sudeste	sim	masculino	desktop	265.13
E001791	7	77.99	48	38	1	infantil	paga_facebook	nao	39	Nordeste	nao	feminino	mobile	2287.63
E001792	2	90.03	14	389	2	moda	indicacao	nao	18	Norte	sim	masculino	mobile	101.35
E001793	1	96.59	12	103	1	casa_decoracao	organica	nao	34	Nordeste	nao	masculino	desktop	114.05
E001794	10	98.34	24	674	2	moda	email_marketing	nao	18	Sudeste	nao	feminino	mobile	1055.03
E001795	14	359.39	6	180	7	casa_decoracao	paga_google	nao	56	Nordeste	nao	feminino	desktop	2290.76
E001796	3	57.22	6	163	3	beleza	paga_facebook	sim	51	Nordeste	nao	masculino	desktop	110.54
E001797	6	66.31	16	145	1	infantil	indicacao	sim	28	Sudeste	sim	feminino	mobile	777.84
E001798	1	78.31	23	257	1	moda	organica	sim	51	Nordeste	sim	masculino	desktop	152.6
E001799	10	84.78	19	123	6	moda	organica	sim	38	Sul	nao	feminino	desktop	1982.85
E001800	13	86.34	23	182	5	beleza	organica	sim	37	Sudeste	nao	masculino	mobile	2071.62
E001801	4	44.53	11	123	1	beleza	paga_facebook	nao	37	Nordeste	sim	masculino	desktop	178.45
E001802	3	31.17	40	175	2	livros	organica	nao	44	Sudeste	sim	feminino	mobile	237.5
E001803	2	80.38	26	238	2	esporte	organica	nao	49	Sudeste	sim	feminino	desktop	331.53
E001804	8	43.07	18	209	6	livros	paga_google	sim	33	Sul	sim	masculino	mobile	385.9
E001805	11	76.08	55	192	8	eletronicos	indicacao	nao	19	Sul	sim	feminino	mobile	4755.18
E001806	5	150.59	22	205	1	eletronicos	indicacao	sim	30	Sudeste	nao	masculino	mobile	1951.61
E001807	10	113.75	44	103	5	infantil	paga_google	sim	39	Sul	sim	masculino	desktop	5007.86
E001808	8	47.06	37	177	1	moda	organica	nao	25	Sul	sim	masculino	mobile	1136.57
E001809	16	100.61	24	52	5	beleza	paga_facebook	nao	48	Sul	nao	feminino	mobile	2991.29
E001810	5	136.07	20	133	2	casa_decoracao	organica	nao	27	Sudeste	sim	masculino	desktop	1587.85
E001811	10	55.06	27	69	3	alimentos_bebidas	organica	sim	26	Sul	sim	masculino	mobile	1420.73
E001812	7	244.58	11	111	5	casa_decoracao	indicacao	sim	47	Sudeste	sim	masculino	desktop	2575.84
E001813	5	54.91	12	39	3	livros	email_marketing	nao	54	Sudeste	sim	masculino	tablet	287.29
E001814	19	159.15	21	194	2	eletronicos	paga_google	nao	22	Nordeste	sim	masculino	mobile	6358.23
E001815	6	103.11	37	280	1	eletronicos	organica	nao	41	Sudeste	sim	feminino	mobile	2015.13
E001816	7	141.54	38	69	2	beleza	email_marketing	sim	45	Sul	nao	feminino	tablet	3996.61
